feature1,feature2,...,true_label,cluster
-0.793279,-0.399395,1.0138,0,0
-0.791894,0.82091,0.0554185,0,0
-0.790508,-0.942125,0.190815,0,0
-0.789122,0.705245,0.248096,1,0
-0.787737,0.95408,0.27283,0,0
-0.786351,1.47444,-0.119986,0,0
-0.784965,1.51608,0.481527,1,0
-0.78358,0.788487,0.300109,0,0
-0.782194,-0.68557,1.09341,0,0
-0.780809,1.36681,0.374881,0,0
-0.779423,-0.377436,0.617971,1,0
-0.778037,-1.15224,0.682199,0,0
-0.776652,1.31156,0.614277,1,0
-0.775266,-0.465019,0.933474,0,0
-0.77388,-1.12529,0.844545,0,0
-0.772495,1.58721,0.62456,0,0
-0.771109,0.828421,0.443127,1,0
-0.769723,-0.898663,1.03028,0,0
-0.768338,-1.1659,1.35432,1,0
-0.766952,1.32674,0.99805,1,0
-0.765567,-0.425212,0.769994,0,0
-0.764181,-1.46555,1.20841,0,0
-0.762795,-1.09194,0.937031,1,0
-0.76141,0.505554,0.903201,0,0
-0.760024,-0.871336,1.03167,0,0
-0.758638,-1.75057,0.303772,1,0
-0.757253,0.557472,0.842188,1,0
-0.755867,0.287273,7.12538e-05,1,0
-0.754481,1.45173,0.691623,0,0
-0.753096,1.79976,-0.0387006,0,0
-0.75171,0.426489,1.02802,0,0
-0.750324,0.413259,0.180389,0,0
-0.748939,-0.972102,0.638275,0,0
-0.747553,0.698395,0.657022,1,0
-0.746168,-0.455727,0.978182,0,0
-0.744782,-1.2501,0.839615,0,0
-0.743396,-1.54241,1.07832,1,0
-0.742011,-0.980905,0.790169,1,0
-0.740625,-0.208897,1.31721,1,0
-0.739239,1.72963,0.385871,1,0
-0.737854,1.4111,0.777556,1,0
-0.736468,-0.503027,-0.13381,1,0
-0.735082,-1.78197,1.75024,1,0
-0.733697,-1.75947,1.34652,0,0
-0.732311,-0.88884,0.957399,1,0
-0.730925,0.861528,2.04962,1,0
-0.72954,1.13032,0.435704,1,0
-0.728154,-1.28259,0.96884,1,0
-0.726769,0.718238,0.918926,0,0
-0.725383,1.24646,0.354869,1,0
-0.723997,-0.986989,1.29411,1,0
-0.722612,-0.775347,0.679687,0,0
-0.721226,-1.79493,0.570938,0,0
-0.71984,-0.823332,0.482962,0,0
-0.718455,-0.378114,0.623617,1,0
-0.717069,-0.733213,1.32023,0,0
-0.715683,1.33022,0.941834,0,0
-0.714298,-1.96079,1.13069,1,0
-0.712912,0.750223,0.380172,1,0
-0.711527,-0.940134,0.52799,1,0
-0.710141,-1.30543,0.944215,0,0
-0.708755,-1.29339,0.659765,0,0
-0.70737,1.54942,0.333888,0,0
-0.705984,-1.18942,0.667032,1,0
-0.704598,0.828752,0.0166782,0,0
-0.703213,-0.314545,0.37104,0,0
-0.701827,0.322472,0.897414,0,0
-0.700441,1.05111,0.237643,0,0
-0.699056,-1.42632,1.20835,0,0
-0.69767,1.10033,0.224275,1,0
-0.696284,-1.29798,1.6282,0,0
-0.694899,1.45259,0.811281,1,0
-0.693513,-1.53897,0.557097,1,0
-0.692128,-0.899885,0.325099,1,0
-0.690742,0.899961,1.089,1,0
-0.689356,1.50098,1.09339,0,0
-0.687971,-0.88452,0.935256,1,0
-0.686585,-0.69366,0.834733,0,0
-0.685199,0.611305,-0.353429,0,0
-0.683814,0.798601,0.162123,0,0
-0.682428,-1.63627,1.04888,0,0
-0.681042,0.91211,-0.05686,0,0
-0.679657,1.44466,0.910214,0,0
-0.678271,1.1326,1.03319,1,0
-0.676886,-1.18754,1.26163,0,0
-0.6755,-1.85218,1.08099,1,0
-0.674114,1.69861,0.608814,1,0
-0.672729,0.877238,0.443729,1,0
-0.671343,-1.27409,0.332143,0,0
-0.669957,-1.57007,0.45039,1,0
-0.668572,-1.47221,0.580211,1,0
-0.667186,0.697558,0.50838,1,0
-0.6658,1.17045,0.44216,1,0
-0.664415,-0.55059,0.816617,0,0
-0.663029,-1.21813,0.88,1,0
-0.661643,0.382009,0.601041,0,0
-0.660258,-1.03353,1.0061,0,0
-0.658872,1.22125,1.02742,0,0
-0.657487,-1.10999,1.20511,1,0
-0.656101,1.02011,1.28583,0,0
-0.654715,0.517834,1.12602,0,0
-0.65333,0.77243,0.290836,1,0
-0.651944,-0.463904,0.465804,0,0
-0.650558,1.26541,-0.0123444,1,0
-0.649173,0.824674,-0.145514,1,0
-0.647787,1.35512,-0.417103,0,0
-0.646401,1.27276,0.206094,0,0
-0.645016,0.915123,1.70514,1,0
-0.64363,0.0254342,0.486393,0,0
-0.642244,-1.26673,1.52746,1,0
-0.640859,0.894161,0.246004,1,0
-0.639473,-1.09899,0.758854,0,0
-0.638088,1.13919,0.204004,1,0
-0.636702,1.04952,0.492036,0,0
-0.635316,1.33372,1.09117,0,0
-0.633931,0.909013,0.0991267,1,0
-0.632545,-0.827474,0.921288,0,0
-0.631159,-0.414702,1.51099,0,0
-0.629774,1.19655,0.41503,0,0
-0.628388,-1.71594,0.723338,0,0
-0.627002,-0.959647,0.905619,0,0
-0.625617,-0.93203,1.25323,1,0
-0.624231,1.34256,0.409247,1,0
-0.622846,-1.56434,1.24259,1,0
-0.62146,0.921044,0.293401,1,0
-0.620074,1.20193,0.102093,1,0
-0.618689,1.67913,0.571727,0,0
-0.617303,1.15756,0.744523,1,0
-0.615917,1.28198,0.33213,1,0
-0.614532,-0.854531,1.06168,1,0
-0.613146,1.17237,0.730126,1,0
-0.61176,0.792548,0.286456,1,0
-0.610375,0.892431,0.341604,0,0
-0.608989,1.14527,0.461826,0,0
-0.607603,-1.10138,1.51639,1,0
-0.606218,1.67965,-0.330306,1,0
-0.604832,-1.53255,1.25721,0,0
-0.603447,-0.624109,1.07456,0,0
-0.602061,0.313733,1.05015,1,0
-0.600675,1.74399,0.596747,1,0
-0.59929,-1.47724,0.983009,1,0
-0.597904,1.18726,0.526368,1,0
-0.596518,0.994324,1.00242,1,0
-0.595133,1.34401,0.891402,0,0
-0.593747,2.25026,1.51396,0,0
-0.592361,-0.888938,0.467581,1,0
-0.590976,-1.64001,0.387811,0,0
-0.58959,0.686274,1.18948,0,0
-0.588205,-1.55709,1.22908,0,0
-0.586819,-0.35069,0.401855,1,0
-0.585433,-0.953298,0.508206,1,0
-0.584048,0.819444,0.86535,0,0
-0.582662,-1.11421,1.04334,0,0
-0.581276,1.61227,0.51893,1,0
-0.579891,-0.695173,1.36991,0,0
-0.578505,1.43195,1.13723,0,0
-0.577119,1.06181,0.810775,1,0
-0.575734,0.484783,0.492403,1,0
-0.574348,1.09686,0.120432,0,0
-0.572962,-1.24438,1.09105,1,0
-0.571577,-1.06652,0.966513,1,0
-0.570191,1.10131,0.638488,0,0
-0.568806,1.03422,0.278969,0,0
-0.56742,0.587376,0.397832,0,0
-0.566034,-0.606347,1.62784,1,0
-0.564649,-0.20156,1.23824,0,0
-0.563263,1.19629,1.03549,1,0
-0.561877,0.704826,0.348022,1,0
-0.560492,1.00864,1.41107,0,0
-0.559106,1.49598,0.0556871,0,0
-0.55772,-0.967158,0.105852,0,0
-0.556335,0.824357,0.478615,1,0
-0.554949,1.30461,0.640492,0,0
-0.553563,1.29832,1.21006,1,0
-0.552178,-1.36486,1.21791,0,0
-0.550792,-0.859954,0.65694,1,0
-0.549407,-0.834025,0.839352,1,0
-0.548021,0.874369,0.192042,0,0
-0.546635,-1.04491,1.1665,0,0
-0.54525,-1.0597,0.925676,0,0
-0.543864,0.855624,0.402255,0,0
-0.542478,1.24442,0.432713,1,0
-0.541093,1.18018,0.573112,1,0
-0.539707,0.905169,0.375259,1,0
-0.538321,0.788021,0.193696,1,0
-0.536936,-1.51414,1.00366,1,0
-0.53555,-1.91702,1.07718,1,0
-0.534165,1.75149,0.702624,1,0
-0.532779,-1.37011,0.848164,1,0
-0.531393,-0.934713,1.01156,1,0
-0.530008,1.34505,0.285818,0,0
-0.528622,1.5487,-0.0319301,0,0
-0.527236,0.965297,0.163391,1,0
-0.525851,0.871027,0.347023,0,0
-0.524465,-0.750114,0.765416,0,0
-0.523079,1.73547,0.779883,1,0
-0.521694,1.10707,0.816693,0,0
-0.520308,0.304415,0.62953,1,0
-0.518922,1.22156,0.306567,1,0
-0.517537,-0.504099,0.713835,1,0
-0.516151,-0.425314,1.28423,0,0
-0.514766,-0.635588,0.954109,1,0
-0.51338,-1.24069,0.777216,1,0
-0.511994,-1.47323,1.81056,0,0
-0.510609,1.95995,0.676327,0,0
-0.509223,1.38368,-0.16327,1,0
-0.507837,-1.11344,1.2315,1,0
-0.506452,0.570788,0.826946,0,0
-0.505066,1.17243,0.632045,0,0
-0.50368,0.679813,1.21645,1,0
-0.502295,0.842425,0.647671,0,0
-0.500909,-0.0138652,0.739522,1,0
-0.499523,-1.01891,1.56692,0,0
-0.498138,0.48908,0.356717,0,0
-0.496752,1.2512,0.983667,1,0
-0.495367,1.54864,0.337276,0,0
-0.493981,1.06663,1.22196,0,0
-0.492595,0.231942,0.502874,1,0
-0.49121,-0.98595,1.54375,0,0
-0.489824,-1.46143,1.34125,1,0
-0.488438,-0.833024,0.91278,1,0
-0.487053,-1.37591,0.343509,1,0
-0.485667,1.54245,0.316734,1,0
-0.484281,-1.41791,1.6229,0,0
-0.482896,-2.01621,1.17891,0,0
-0.48151,-0.765651,0.684217,1,0
-0.480125,-0.941575,1.2291,0,0
-0.478739,-1.455,0.977446,1,0
-0.477353,-1.64661,0.963895,1,0
-0.475968,1.16156,1.12781,0,0
-0.474582,-0.413585,1.23583,0,0
-0.473196,0.833404,0.397414,0,0
-0.471811,-0.574666,1.73475,0,0
-0.470425,-0.789534,1.29402,0,0
-0.469039,0.982223,-0.277669,1,0
-0.467654,-0.773154,0.892114,1,0
-0.466268,-0.917851,0.247774,0,0
-0.464882,0.93451,0.0239382,1,0
-0.463497,-1.56302,1.00261,1,0
-0.462111,1.86143,0.473282,0,0
-0.460726,-0.871805,1.55053,1,0
-0.45934,0.739552,0.437207,0,0
-0.457954,-1.05532,1.39362,1,0
-0.456569,0.415267,0.248268,0,0
-0.455183,-1.15058,-0.203038,0,0
-0.453797,-0.973459,0.571054,0,0
-0.452412,-0.250281,1.17214,0,0
-0.451026,-0.615771,1.38972,0,0
-0.44964,1.18502,0.96413,0,0
-0.448255,1.26773,0.0715229,0,0
-0.446869,-0.917712,1.38331,1,0
-0.445484,-0.512136,1.30179,1,0
-0.444098,-0.194201,0.364888,0,0
-0.442712,1.60654,0.524694,1,0
-0.441327,0.818808,0.877036,0,0
-0.439941,1.98518,0.394278,1,0
-0.438555,0.661917,0.0164917,0,0
-0.43717,-0.959885,0.399184,0,0
-0.435784,-0.792651,0.990804,1,0
-0.434398,1.72481,0.988804,1,0
-0.433013,-0.672694,1.8243,1,0
-0.431627,0.910949,0.837717,1,0
-0.430241,-0.530436,1.17898,1,0
-0.428856,-1.66891,1.4641,0,0
-0.42747,-1.08516,1.19848,0,0
-0.426085,-0.99113,0.215523,0,0
-0.424699,0.454823,0.914301,1,0
-0.423313,-1.29807,1.19605,0,0
-0.421928,-1.18395,0.788951,1,0
-0.420542,1.30523,0.870305,0,0
-0.419156,1.2702,0.242774,1,0
-0.417771,-0.919062,1.39193,1,0
-0.416385,-0.638231,1.10016,1,0
-0.414999,1.19744,1.30774,0,0
-0.413614,-0.427,1.07129,0,0
-0.412228,1.2322,0.73506,0,0
-0.410842,1.30568,0.174685,1,0
-0.409457,-0.521732,0.322663,1,0
-0.408071,1.04786,0.544799,0,0
-0.406686,0.90254,-0.18405,1,0
-0.4053,-1.45731,-0.350614,1,0
-0.403914,0.907951,-0.0162309,0,0
-0.402529,1.26837,0.72741,0,0
-0.401143,-1.27084,0.456392,0,0
-0.399757,-1.02845,1.28317,0,0
-0.398372,-1.71704,0.870708,0,0
-0.396986,1.15391,0.191009,1,0
-0.3956,-0.902315,0.902849,0,0
-0.394215,0.889237,0.161101,1,0
-0.392829,-2.03544,0.241554,1,0
-0.391444,-1.06274,1.14866,0,0
-0.390058,-0.46806,1.2132,1,0
-0.388672,-1.3635,0.928208,1,0
-0.387287,-1.16309,0.885141,0,0
-0.385901,-1.3414,0.970152,1,0
-0.384515,1.20619,-0.117664,1,0
-0.38313,0.874535,0.2246,0,0
-0.381744,-1.03061,1.38454,0,0
-0.380358,1.75147,1.12047,1,0
-0.378973,-1.00914,1.2116,0,0
-0.377587,-1.21724,0.946909,1,0
-0.376201,1.47181,0.435966,0,0
-0.374816,0.977299,0.0745556,0,0
-0.37343,0.713651,0.0339457,0,0
-0.372045,1.23916,1.18482,0,0
-0.370659,1.18609,0.37918,0,0
-0.369273,-0.790959,1.21911,0,0
-0.367888,-1.10012,0.331051,1,0
-0.366502,0.802203,-0.0106177,1,0
-0.365116,-1.35373,1.14146,1,0
-0.363731,0.621288,0.209639,1,0
-0.362345,-0.743602,1.23924,0,0
-0.360959,-0.977552,1.38792,0,0
-0.359574,-1.54152,1.14498,1,0
-0.358188,1.1887,-0.229773,1,0
-0.356802,1.2456,1.01852,1,0
-0.355417,0.775142,0.62948,1,0
-0.354031,-0.797149,0.545221,1,0
-0.352646,0.459092,0.509514,1,0
-0.35126,0.803528,0.314443,0,0
-0.349874,-1.34364,0.501198,1,0
-0.348489,1.89486,0.583743,0,0
-0.347103,0.158501,1.26945,0,0
-0.345717,-1.7014,1.65365,3,0
-0.344332,0.847632,0.612475,2,0
-0.342946,-1.33107,1.19594,3,0
-0.34156,1.29976,0.246105,2,0
-0.340175,0.666331,0.0635403,2,0
-0.338789,-0.914305,0.849596,3,0
-0.337404,-1.20161,1.59069,3,0
-0.336018,1.09841,0.770883,3,0
-0.334632,0.663774,0.166745,3,0
-0.333247,1.3879,0.204979,3,0
-0.331861,-1.08793,0.841458,2,0
-0.330475,0.732767,0.91894,3,0
-0.32909,-1.93559,1.2844,3,0
-0.327704,-1.44645,0.636356,2,0
-0.326318,1.09172,0.723959,3,0
-0.324933,0.872367,-0.105991,3,0
-0.323547,-1.23555,-0.0579884,2,0
-0.322161,-0.928015,0.787587,3,0
-0.320776,0.876104,0.968346,2,0
-0.31939,0.70999,0.846027,2,0
-0.318005,-0.973031,0.832068,2,0
-0.316619,0.279599,0.689178,3,0
-0.315233,1.46336,1.22142,3,0
-0.313848,0.969539,0.405373,2,0
-0.312462,-1.58288,0.791353,3,0
-0.311076,1.47118,0.873691,2,0
-0.309691,1.65859,1.12029,2,0
-0.308305,-0.945257,1.22616,3,0
-0.306919,-0.820747,0.789696,2,0
-0.305534,1.06231,0.0792444,3,0
-0.304148,-0.17555,0.710138,3,0
-0.302763,-0.526672,0.664287,3,0
-0.301377,-2.2716,1.72271,2,-1
-0.299991,0.724945,0.29342,3,0
-0.298606,-1.65452,0.83515,2,0
-0.29722,1.37836,0.290661,2,0
-0.295834,0.965411,0.955972,3,0
-0.294449,1.26194,1.23937,3,0
-0.293063,-0.976879,1.36179,3,0
-0.291677,1.38706,0.35608,3,0
-0.290292,-1.69416,1.39413,2,0
-0.288906,1.56598,0.632579,2,0
-0.28752,-2.0119,0.682961,3,0
-0.286135,1.54635,0.746504,3,0
-0.284749,1.49761,0.488993,2,0
-0.283364,0.713746,-0.00544971,2,0
-0.281978,-0.782971,0.429777,3,0
-0.280592,1.39574,0.975879,3,0
-0.279207,1.60889,0.655351,3,0
-0.277821,1.42815,0.906443,3,0
-0.276435,1.05734,0.482286,3,0
-0.27505,-1.1624,1.36093,2,0
-0.273664,0.841268,0.402129,2,0
-0.272278,0.599474,0.824133,3,0
-0.270893,1.55474,1.1943,2,0
-0.269507,1.60066,-0.0952894,2,0
-0.268121,-0.729072,0.703865,2,0
-0.266736,0.846235,0.176463,3,0
-0.26535,-0.909401,1.47138,2,0
-0.263965,0.00377626,0.163919,3,0
-0.262579,0.674844,0.0915317,2,0
-0.261193,1.30999,0.965139,2,0
-0.259808,-0.0356931,0.744611,2,0
-0.258422,-1.28348,1.52484,3,0
-0.257036,1.30495,0.161406,3,0
-0.255651,0.929596,0.539831,2,0
-0.254265,-1.19572,1.34954,3,0
-0.252879,0.743076,0.094557,3,0
-0.251494,-0.901462,0.365382,3,0
-0.250108,0.661502,0.67838,2,0
-0.248723,-0.918322,1.65258,3,0
-0.247337,1.92448,1.04549,3,0
-0.245951,0.69051,0.907233,2,0
-0.244566,-0.835801,0.383152,3,0
-0.24318,-1.18566,1.02866,3,0
-0.241794,-0.214945,0.573351,3,0
-0.240409,-1.12129,0.594624,2,0
-0.239023,-0.781768,0.885256,2,0
-0.237637,1.1413,0.524806,2,0
-0.236252,-1.59898,0.746315,2,0
-0.234866,-0.822008,1.65147,2,0
-0.23348,-1.42146,1.68765,3,0
-0.232095,-0.5277,1.15686,3,0
-0.230709,0.907761,-0.0116701,2,0
-0.229324,1.28757,1.04625,2,0
-0.227938,-0.934966,1.28382,3,0
-0.226552,-1.39459,1.39895,2,0
-0.225167,-0.913728,0.454695,2,0
-0.223781,1.62116,1.20167,2,0
-0.222395,-0.831373,1.34044,2,0
-0.22101,1.34792,0.8253,2,0
-0.219624,-0.868681,1.01399,3,0
-0.218238,1.79312,0.720337,2,0
-0.216853,-1.31644,0.940939,3,0
-0.215467,-1.21249,0.876239,3,0
-0.214081,1.51105,0.672579,3,0
-0.212696,1.20561,0.337113,2,0
-0.21131,-1.50293,0.646772,3,0
-0.209925,-0.555485,1.30584,2,0
-0.208539,-0.702988,1.22926,2,0
-0.207153,1.04338,0.0207937,2,0
-0.205768,-1.29068,1.06539,2,0
-0.204382,0.425358,0.678176,3,0
-0.202996,-0.637399,1.05795,2,0
-0.201611,1.0745,0.741893,2,0
-0.200225,-1.12152,0.97939,3,0
-0.198839,0.819283,1.13243,2,0
-0.197454,1.47334,0.704975,3,0
-0.196068,-0.518844,0.986205,2,0
-0.194683,1.11013,0.00866809,2,0
-0.193297,-0.496075,0.0946112,2,0
-0.191911,1.44555,0.89581,2,0
-0.190526,-0.896927,0.738706,2,0
-0.18914,0.862572,0.37604,3,0
-0.187754,-0.621596,1.36938,2,0
-0.186369,-1.20077,0.296463,3,0
-0.184983,-1.1566,0.82751,2,0
-0.183597,-0.904961,0.168266,2,0
-0.182212,-1.34078,1.72977,3,0
-0.180826,-1.50965,1.42956,3,0
-0.17944,-1.09157,1.52575,2,0
-0.178055,1.07579,0.116787,2,0
-0.176669,1.34299,0.670183,2,0
-0.175284,0.866286,-0.0466772,3,0
-0.173898,-1.32823,1.389,2,0
-0.172512,-0.806471,0.629739,3,0
-0.171127,0.152959,0.567035,2,0
-0.169741,-0.790151,0.90394,2,0
-0.168355,0.976055,0.73656,2,0
-0.16697,-0.944367,0.789131,2,0
-0.165584,0.725559,0.776694,2,0
-0.164198,1.73302,0.417834,2,0
-0.162813,0.682662,0.483444,2,0
-0.161427,-1.60514,1.95422,3,0
-0.160042,0.889393,0.580035,2,0
-0.158656,-1.11359,0.689213,2,0
-0.15727,1.06807,0.747966,2,0
-0.155885,0.764571,0.237758,3,0
-0.154499,-0.311416,1.38612,2,0
-0.153113,-0.853126,1.86777,2,0
-0.151728,-1.15205,0.937108,2,0
-0.150342,-0.389681,0.606076,2,0
-0.148956,0.646709,0.952367,2,0
-0.147571,1.16778,0.256288,3,0
-0.146185,0.567716,0.880007,2,0
-0.144799,-0.840533,1.50756,2,0
-0.143414,0.64435,0.833773,2,0
-0.142028,0.662459,-0.0548027,2,0
-0.140643,-0.973059,1.0415,3,0
-0.139257,-1.51881,0.546784,3,0
-0.137871,1.44174,1.12366,3,0
-0.136486,0.807133,0.575376,2,0
-0.1351,-1.38233,1.03912,3,0
-0.133714,0.839652,0.268416,2,0
-0.132329,0.37589,-0.0288443,3,0
-0.130943,0.876885,0.603168,3,0
-0.129557,0.416153,1.10597,2,0
-0.128172,-0.440847,0.568948,2,0
-0.126786,-0.824755,0.639424,3,0
-0.1254,0.745715,0.135585,3,0
-0.124015,-0.660115,0.950068,2,0
-0.122629,-0.957727,1.27963,3,0
-0.121244,-1.4299,0.524086,3,0
-0.119858,1.4803,0.661452,2,0
-0.118472,-1.73667,0.57873,3,0
-0.117087,0.899555,0.948458,3,0
-0.115701,-0.979478,0.607497,2,0
-0.114315,-1.18916,1.0566,3,0
-0.11293,0.593991,0.38685,3,0
-0.111544,-0.627598,0.913385,2,0
-0.110158,1.26677,0.21508,3,0
-0.108773,-1.1073,1.47738,3,0
-0.107387,0.719398,0.585576,3,0
-0.106002,-1.6791,1.06198,2,0
-0.104616,-1.54389,1.06259,3,0
-0.10323,-1.0468,1.14276,3,0
-0.101845,0.872169,0.820743,2,0
-0.100459,0.945491,-0.000116405,3,0
-0.0990733,-1.18919,1.69377,2,0
-0.0976877,-0.80544,0.304226,3,0
-0.096302,0.265697,-0.0444096,3,0
-0.0949164,0.98464,0.427446,3,0
-0.0935308,1.38331,0.0883723,3,0
-0.0921451,-1.32735,0.767774,3,0
-0.0907595,1.26785,0.623618,3,0
-0.0893738,1.23816,0.823439,2,0
-0.0879882,1.02346,0.550289,3,0
-0.0866025,-1.36761,1.24808,2,0
-0.0852169,-0.864005,0.537252,2,0
-0.0838313,1.54428,0.598014,3,0
-0.0824456,1.00325,0.752465,2,0
-0.08106,-1.18254,0.84361,2,0
-0.0796743,1.29267,-0.249969,2,0
-0.0782887,-1.10694,0.364837,2,0
-0.0769031,0.41899,0.72134,3,0
-0.0755174,-1.23659,0.974843,2,0
-0.0741318,-0.891234,-0.199592,2,0
-0.0727461,-1.00234,0.812816,3,0
-0.0713605,1.12657,0.758403,2,0
-0.0699749,-1.09254,0.413295,3,0
-0.0685892,0.423229,0.179679,2,0
-0.0672036,1.91467,1.17667,2,0
-0.0658179,-0.885229,0.989707,3,0
-0.0644323,1.52841,0.168851,2,0
-0.0630467,-1.21117,1.08949,3,0
-0.061661,0.94865,0.990258,3,0
-0.0602754,2.05851,0.496026,2,0
-0.0588897,0.483794,0.866137,2,0
-0.0575041,1.19556,0.274498,2,0
-0.0561185,-1.56836,0.926411,3,0
-0.0547328,-0.248841,0.955378,2,0
-0.0533472,-0.900721,0.656413,2,0
-0.0519615,1.03033,-0.0929756,3,0
-0.0505759,0.46906,0.158428,2,0
-0.0491902,-1.0808,1.01961,3,0
-0.0478046,1.14227,0.545438,2,0
-0.046419,0.388339,1.28451,2,0
-0.0450333,0.157258,0.603903,2,0
-0.0436477,-1.11643,0.617933,2,0
-0.042262,-1.60735,0.811817,2,0
-0.0408764,-1.43814,0.64445,2,0
-0.0394908,1.0685,1.01838,3,0
-0.0381051,1.00051,0.93839,3,0
-0.0367195,-1.97672,1.08097,2,0
-0.0353338,0.477253,0.676995,3,0
-0.0339482,-0.931073,0.896534,3,0
-0.0325626,1.37335,0.0656425,3,0
-0.0311769,1.10299,-0.0668881,2,0
-0.0297913,1.12474,0.628938,3,0
-0.0284056,-1.28096,0.738473,3,0
-0.02702,-0.772662,1.47591,3,0
-0.0256344,-0.690686,0.677678,2,0
-0.0242487,-0.879729,0.13614,3,0
-0.0228631,1.17044,0.235079,3,0
-0.0214774,-0.8467,0.68935,3,0
-0.0200918,-1.62678,1.52915,2,0
-0.0187062,-1.61941,1.15784,3,0
-0.0173205,-0.173694,0.952705,3,0
-0.0159349,-1.46917,1.08398,3,0
-0.0145492,1.48795,0.572431,2,0
-0.0131636,0.539686,0.95263,3,0
-0.0117779,-0.735193,1.6768,2,0
-0.0103923,-1.08495,0.674203,2,0
-0.00900666,-1.22261,1.59455,3,0
-0.00762102,-1.8521,0.857953,3,0
-0.00623538,0.923793,0.681398,2,0
-0.00484974,-0.835501,0.977343,2,0
-0.0034641,0.587005,0.805509,2,0
-0.00207846,0.865293,0.401485,3,0
-0.00069282,-0.706965,0.900406,3,0
0.00069282,-0.559989,1.23218,2,0
0.00207846,1.39425,0.0103217,3,0
0.0034641,-0.825496,1.92281,2,0
0.00484974,-0.894498,0.886153,2,0
0.00623538,-0.324917,1.24633,3,0
0.00762102,-0.939834,0.855431,2,0
0.00900666,-0.647715,1.40329,3,0
0.0103923,0.763829,0.556697,2,0
0.0117779,-1.22125,1.43413,3,0
0.0131636,-1.25604,1.13945,3,0
0.0145492,-0.496582,1.17492,2,0
0.0159349,0.813054,0.154704,2,0
0.0173205,-0.655906,0.653907,2,0
0.0187062,-0.567392,0.886203,2,0
0.0200918,1.21158,0.202159,2,0
0.0214774,0.784494,0.861255,2,0
0.0228631,0.475273,0.538797,2,0
0.0242487,0.98302,0.036475,2,0
0.0256344,-0.975869,0.854894,2,0
0.02702,1.0913,0.746532,2,0
0.0284056,0.727895,0.263038,3,0
0.0297913,-1.45665,-0.0023435,3,0
0.0311769,-1.20481,1.23004,3,0
0.0325626,-0.850693,1.23699,3,0
0.0339482,-0.887196,0.739312,2,0
0.0353338,-1.45171,0.888531,2,0
0.0367195,0.229594,0.613123,2,0
0.0381051,-0.81684,0.624895,3,0
0.0394908,-1.20544,1.40413,2,0
0.0408764,-0.894192,0.801661,3,0
0.042262,-1.33877,1.31611,3,0
0.0436477,1.04473,0.665993,2,0
0.0450333,-0.977917,0.961333,2,0
0.046419,1.54721,0.0556528,2,0
0.0478046,-1.184,0.89219,2,0
0.0491902,1.14107,0.785801,2,0
0.0505759,-0.839554,0.743981,2,0
0.0519615,0.222611,0.674647,3,0
0.0533472,-0.899522,0.862477,2,0
0.0547328,-1.88141,1.43707,3,0
0.0561185,-0.428748,1.4046,3,0
0.0575041,-1.30451,1.12814,2,0
0.0588897,-1.83611,1.47362,3,0
0.0602754,1.18658,0.457676,2,0
0.061661,-1.22674,0.774055,3,0
0.0630467,1.0906,0.753209,3,0
0.0644323,-0.95107,1.68829,2,0
0.0658179,-1.21793,1.14962,3,0
0.0672036,-0.621531,0.922415,3,0
0.0685892,1.1888,0.296885,2,0
0.0699749,-0.703906,1.11321,2,0
0.0713605,-1.15642,0.431424,3,0
0.0727461,0.631043,0.748415,3,0
0.0741318,-1.44365,1.16065,2,0
0.0755174,-0.663721,0.236734,3,0
0.0769031,-0.686521,1.07762,2,0
0.0782887,-0.917918,0.650612,3,0
0.0796743,-1.07601,1.34487,3,0
0.08106,1.68611,0.538588,2,0
0.0824456,1.3767,0.492728,2,0
0.0838313,1.35572,0.098493,2,0
0.0852169,1.39117,0.1021,2,0
0.0866025,1.28905,0.319779,3,0
0.0879882,0.938163,0.135789,3,0
0.0893738,1.20334,1.2197,3,0
0.0907595,-1.43072,1.38807,3,0
0.0921451,-0.74814,0.380241,3,0
0.0935308,0.954367,0.187233,3,0
0.0949164,-0.968671,0.814471,2,0
0.096302,1.93322,0.681427,3,0
0.0976877,-1.59025,1.48347,2,0
0.0990733,1.31108,0.104366,3,0
0.100459,1.46245,0.632824,2,0
0.101845,-1.01922,0.636998,3,0
0.10323,-0.305101,0.366844,3,0
0.104616,-2.38037,1.12905,2,0
0.106002,-1.17634,0.86269,3,0
0.107387,0.0801726,0.159917,3,0
0.108773,0.60327,0.0826335,3,0
0.110158,0.581209,0.512294,3,0
0.111544,-1.04356,1.12241,3,0
0.11293,1.14494,0.0590291,3,0
0.114315,-0.885861,0.297843,3,0
0.115701,-1.13093,1.52374,3,0
0.117087,0.804393,0.397573,2,0
0.118472,0.310884,0.636203,3,0
0.119858,-1.08854,1.17098,2,0
0.121244,0.924653,0.023296,3,0
0.122629,0.870349,0.427945,2,0
0.124015,-1.24965,0.526297,2,0
0.1254,-0.597149,0.471877,2,0
0.126786,0.420985,0.697657,2,0
0.128172,0.966192,0.562253,2,0
0.129557,0.333077,0.806262,2,0
0.130943,-0.687186,1.28917,3,0
0.132329,0.983889,0.206209,2,0
0.133714,1.13248,0.621303,2,0
0.1351,-1.03527,0.459571,2,0
0.136486,-1.26451,0.520336,2,0
0.137871,-0.766361,1.25148,2,0
0.139257,-0.431465,1.13837,2,0
0.140643,-0.303423,0.686834,3,0
0.142028,1.16783,0.0549537,3,0
